"dataset_id","title","species","tissues","organ_parts","cell_types","cells","spots","genes","development_stages","sex","stomics_technologies","sample_number","sections_number","disease","browser","summary","overall_design","submission_date","last_modified","contributors","contacts","citation","accessions","platforms","pmid","dataset_quality"
"STDS0000097","Spatial transcriptomics of healing and non-healing diabetic foot ulcers","Homo sapiens","Skin","","","0","0","0","59 days;50 days","","GeoMx DSP","0","0","","","Diabetic foot ulcers (DFUs) are a devastating complication of diabetes. To better understand the molecular mechanisms and cell types implicated in DFU healing, we used NanoStringâ€™s GeoMx Digital Spatial profiling platform on DFU tissue sections and compared gene expression of areas within the same ulcer as well as between patients who in 12 weeks following surgery healed their DFU (Healers, N=2) vs those who did not (Non-Healers, N=2).","The spatial transcriptome profiling was performed using NanoString芒鈧劉s GeoMx Digital Spatial profiling platform on unfixed frozen 5 脦录m tissue sections. Samples were  processed as  follows: 1) 10% neutral buffered formalin fixation overnight, 2) target retrieval (1X Tris EDTA, pH 9.0 for 20 min), 3) proteinase K digestion (1 脗碌g/mL for 15 min), 4) post-fixation (10% NBF, Tris-glycine stop buffer), 5) in-situ hybridization overnight with the GeoMx Cancer Transcriptome Atlas probe panel (1800-plex), 6) stringent washes (50:50 formamide/4X SSC), and 7) fluorescent antibody/marker (aSMA, Clone: 1A4, Abcam; CD45, Clone: 2B11+PD7/26, Novus; PanCK, Clone: AE1/AE3, Novus) incubation, 1 hour at room temperature. Sections were then loaded onto the GeoMx脗庐 Digital Spatial Profiler. For profiling, circular regions of interest (ROIs), approximately 500 脦录m in diameter, located within the ulcers or in neighboring non-ulcerated tissue were selected to include high concentrations of CD45+ immune cells in close proximity to vessels (aSMA+ structures). After ROI selection, the GeoMx instrument illuminated each ROI separately with UV light to cleave, aspirate, and deposit the oligonucleotides from the hybridized ISH probes for downstream sequencing into a 96-well plate.","2021-02-03 00:00:00","2021-10-30 00:00:00","Georgios Theocharidis;Aristidis Veves","aveves@bidmc.harvard.edu","Theocharidis, Georgios et al. “Single cell transcriptomic landscape of diabetic foot ulcers.” Nature communications vol. 13,1 181. 10 Jan. 2022, doi:10.1038/s41467-021-27801-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166120","GPL21697","35013299","1"
"STDS0000093","Spatial transcriptome analysis of gastric cancer which GAN-KP transplanted C57BL/6J mouse","Mus musculus","Stomach","GAN-KP tumor","","0","2429","31054","","","10x Visium","0","0","","","We have now developed an organoid-based model of gastric cancer from GAstric Neoplasia (GAN) mice, which express Wnt1 and the enzymes COX2 and microsomal prostaglandin E synthase 1 in the stomach. Both p53 knockout (GAN-p53KO) organoids and KRASG12V-expressing GAN-p53KO (GAN-KP) organoids were generated by genetic manipulation of GAN mouseâ€“derived tumor (GAN-WT) organoids. To uncover the molecular mechanism underlying the intratumoral heterogeneity of GAN-KP tumors, we performed spatial transcriptomics analysis with the 10Ã— Genomics Visium platform, which allows characterization of the spatial topography of gene expression.","GAN-KP cells were transplanted into the stomach wall of mice and gene expression was analyzed two weeks later.","2021-10-20 00:00:00","2021-10-24 00:00:00","Juntaro Yamasaki;Yuki Hirata;Hideyuki Saya;Osamu Nagano","","Yamasaki, Juntaro et al. “MEK inhibition suppresses metastatic progression of KRAS-mutated gastric cancer.” Cancer science vol. 113,3 (2022): 916-925. doi:10.1111/cas.15244","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE186290","GPL17021","34931404","5"
"STDS0000058","MOSTA: Mouse Organogenesis Spatiotemporal Transcriptomic Atlas","Mus musculus","Embryo","","","0","351014","28879","","","Stereo-Seq","16","6","","","We have only begun to scratch the surface in understanding mammalian development. An overwhelming caveat is the lack of topographical transcriptomic information to correlate signaling cues and cell-cell interactions within the hierarchy of cell fate decisions. Spatially resolved transcriptomic technologies are promising tools to fill this gap. However, the small field of view and imbalance between resolution and transcript capture of current methodologies precludes their systematic application to study relatively large and multilayered embryos. Here, we have combined DNA nanoball (DNB) patterned arrays and in situ RNA capture to create SpaTial Enhanced REsolution Omics-sequencing (Stereo-seq). This approach allows transcriptomic profiling of large histological sections with high resolution, sensitivity, and reproducibility. We have applied Stereo-seq to study the kinetics of transcriptional variation, the networks of transcription factor binding events and their relationship with morphogens across spatial domains of gene expression in a time course of mouse organogenesis. We have used this information to detect the emergence of tissue-specific cell identities such as early neuroblast populations in the late neural tube stage or the gradients of neuronal specification in the neocortex. Furthermore, we have mapped the expression of a panel of developmental disease-related loci to define the spatiotemporal windows of tissue vulnerability. Our panoramic atlas constitutes a essential resource to investigate longstanding questions concerning the molecular basis of normal and abnormal mammalian development.","","2021-10-22 00:00:00","2021-10-22 00:00:00","","","Chen, Ao et al. “Spatiotemporal transcriptomic atlas of mouse organogenesis using DNA nanoball-patterned arrays.” Cell vol. 185,10 (2022): 1777-1792.e21. doi:10.1016/j.cell.2022.04.003","https://db.cngb.org/search/project/CNP0001543/;https://db.cngb.org/stomics/mosta/","DNBSEQ-T1","35512705","5"
"STDS0000131","Human Prostate Cancer, Acinar Cell Carcinoma (FFPE)","Homo sapiens","Prostate","","","0","4992","36945","","","10x Visium","1","1","Prostate cancer","","","","2021-10-09 00:00:00","2021-10-09 00:00:00","","","","https://www.10xgenomics.com/resources/datasets/human-prostate-cancer-acinar-cell-carcinoma-ffpe-1-standard","","","5"
"STDS0000098","Spatial transcriptomics of Cutaneous and Systemic Lupus Erythematosus skin","Homo sapiens","Skin","","","0","0","0","","","GeoMx DSP","0","0","","","We performed spatial transcriptomics on a case series of different clinical subtypes of cutaneous lupus erythematosus including acute cutaneous lupus erythematosus (malar rash, systemic lupus erythematosus). Our goals were to (1) determine which differentially expressed genes (DEGs) could be attributed to specific cell populations in specific locations within the tissue, (2) determine if spatial transcriptomics could better distinguish between CLE clinical subtypes than bulk RNA approaches and (3) examine potential cell-cell communication pathways within the skin lesions.","NanoString Digital Spatial Profiling (DSP) with Whole Transcriptome Atlas (WTA) was performed on 4 chronic/discoid lupus erythematosus (CCLE/DLE), 3 subacute cutaneous lupus erythematosus (SCLE) and 3 acute cutaneous lupus erythematosus (ACLE/SLE) patient skin biopsies compared to 3 healthy controls (skin cancer excision healthy/clear margins).","2021-08-26 00:00:00","2021-10-02 00:00:00","Richmond JM;Deng A","lzhang@nanostring.com","","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182825","GPL24676","","1"
"STDS0000091","Spatial transcriptomics reveals a role for sensory nerves in preserving cranial suture patency through modulation of BMP/TGFÎ² signaling","Mus musculus","Skeleton","Sagittal suture","","0","1670","31053","P0","","10x Visium","0","0","","","The patterning and ossification of the mammalian skeleton requires the coordinated actions of both intrinsic bone morphogens and extrinsic neurovascular signals, which function in a temporal and spatial fashion to control mesenchymal progenitor cell (MPC) fate. Here we show genetic inhibition of Tropomyosin receptor kinase A (TrkA) sensory nerve innervation of the developing cranium results in premature calvarial suture closure, associated with a decrease in suture MPC proliferation. In vitro, axons from peripheral afferent neurons derived from DRGs of wild type mice induce MPC proliferation in a spatially-restricted manner via a soluble factor when co-cultured in microfluidic chambers. Comparative spatial transcriptomic analysis of the cranial sutures in vivo confirmed a positive association between sensory axons and proliferative MPCs. SpatialTime analysis across the developing suture revealed regional-specific alterations in BMP and TGFÎ² signaling pathway transcripts in response to TrkA inhibition. RNA sequencing of DRG cell bodies following direct axonal co-culture with MPCs confirmed alterations in BMP/TGFÎ² signaling pathway transcripts. Among these, the BMP inhibitor FSTL1 (Follistatin-like 1) replicated key features of the neural-to-bone influence, including mitogenic and anti-osteogenic effects via inhibition of BMP/TGFÎ² signaling. Taken together, our results demonstrate that sensory nerve-derived signals, including FSTL1, function to coordinate cranial bone patterning by regulating MPC proliferation and differentiation in the suture mesenchyme.","P0 calvaria were isolated from TrkAF592A homozygous (mutant) and heterozygous (control) mice in which mothers were treated with 1NMPP1 via their drinking water from the time of conception through birth. Sagittal sutures and flanking parietal bones were dissected out, stacked and fresh frozen in OCT. Frozen sections were applied to the 10x Visium spatial transcriptomics gene expression platform and processed according to manufacturers protocols. Following sequencing, alignment and image registration was conducted using SpaceRanger.","2021-05-12 00:00:00","2021-10-01 00:00:00","Thomas L Clemens;Aaron W James;Robert J Tower","","Tower, Robert J et al. “Spatial transcriptomics reveals a role for sensory nerves in preserving cranial suture patency through modulation of BMP/TGF-β signaling.” Proceedings of the National Academy of Sciences of the United States of America vol. 118,42 (2021): e2103087118. doi:10.1073/pnas.2103087118","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174313","GPL13112","34663698","5"
"STDS0000110","Nrf1 promotes heart regeneration and repair by regulating proteostasis and redox balance [Spatial transcriptome]","Mus musculus","","","","0","3364","32285","","","10x Visium","5","0","","","Heart disease can be caused by ischemic coronary artery injury, hypertension, and chemotherapy, all of which lead to loss or dysfunction of cardiac muscle. The adult mammalian heart lacks the ability to regenerate. In contrast, the heart of neonatal mice, within the first week after birth, possesses a unique ability to regenerate lost myocardium following injury, mediated by proliferation of cardiomyocytes. The mechanisms whereby neonatal cardiomyocytes adapt to injury-induced stress conditions and activate regenerative cellular programs remain to be defined. Here, we show that Nrf1, an endoplasmic reticulum (ER) bound transcription factor, is expressed in regenerating cardiomyocytes. Genetic deletion of Nrf1 prevented cardiomyocytes from activating a transcriptional program required for heart regeneration, revealed by single-nucleus RNA sequencing (snRNA-seq).  Conversely, adeno-associated virial (AAV) overexpression of Nrf1 protected the adult mouse heart from ischemia/reperfusion (I/R) injury.  Nrf1 also protected human induced pluripotent stem cell-derived cardiomyocytes (hPSC-CMs) from doxorubicin-induced cardiotoxicity. The protective function of Nrf1 is mediated by a dual stress response mechanism involving activation of the proteasome and redox balance. Our findings reveal a mechanistic interplay between adaptive stress responses and heart regeneration, and highlight the central role of Nrf1 in these processes.","Exmination of transcriptome changes in neonatal rat ventricular cardiomyocytes overexpresing Nrf1 or Nrf2 .","2020-12-21 00:00:00","2021-09-27 00:00:00","Miao Cui;Ning Liu;Rhonda Bassel-Duby;Eric N Olson","miaocui713@gmail.com","Cui, Miao et al. “Nrf1 promotes heart regeneration and repair by regulating proteostasis and redox balance.” Nature communications vol. 12,1 5270. 6 Sep. 2021, doi:10.1038/s41467-021-25653-w","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163629","GPL19057","34489413","3"
"STDS0000086","Spatially resolved transcriptomics reveals the architecture of the tumor-microenvironment interface","Danio rerio","Skin","","","0","7281","32268","","","10x Visium","0","0","Cancer","","Cancer cells interact with a wide variety of other cell types, but our understanding of microenvironmental heterogeneity and how it influences tumor phenotypes is limited. While single-cell RNA-seq (scRNA-seq) has helped define these TME cell types, it provides limited information on the mechanisms that define how individual tumor cells interact with TME. Here, we integrate spatial transcriptomics with scRNA-seq to define the architecture and nature of nascent tumor and surrounding microenvironment cells as they come into contact through the process of invasion. Using a well-defined transgenic zebrafish model of BRAFV600E-driven melanoma, we identify a transcriptionally unique â€œinterfaceâ€ cluster localized at the boundary between tumor cells and surrounding tissues. Using an unbiased, data-driven approach, we identify spatially-patterned gene modules specific to the interface and show that the interface is a distinct transcriptional entity that histologically resembles the microenvironment but transcriptionally resembles the tumor. By complementing ST with scRNA-seq, we demonstrate that the interface is composed of specialized tumor and microenvironment cells. Both cell types in the interface upregulate a common set of cilia genes, and we find enrichment of cilia proteins only where the tumor meets the TME. Cilia gene expression is regulated by ETS-family transcription factors, which normally act to suppress their expression outside of this region. This unique ETS-driven interface transcriptional state is conserved across ten different human patient samples, suggesting this is a conserved feature of human melanoma. Taken together, our results demonstrate the power of spatial and single-cell transcriptomics techniques in uncovering novel biological mechanisms that drive tumor invasion into new tissues.Â ","Spatial transcriptomics (Visium platform) of zebrafish bearing BRAF-V600E driven melanomas. Single-cell RNA-seq (10x Genomics v3) of two such zebrafish. Single-nucleus RNA-seq (10x Genomics v3) of three such zebrafish (pooled into one reaction).","2020-10-20 00:00:00","2021-09-23 00:00:00","Reuben Moncada;Miranda V Hunter","hunterm@mskcc.org","Hunter, Miranda V et al. “Spatially resolved transcriptomics reveals the architecture of the tumor-microenvironment interface.” Nature communications vol. 12,1 6278. 1 Nov. 2021, doi:10.1038/s41467-021-26614-z","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159709","GPL20828;GPL24995","34725363","4"
"STDS0000057","ZESTA: Zebrafish Embryogenesis Spatiotemporal Transcriptomic Atlas","Danio rerio","Embryo","","","0","152977","26628","","","Stereo-Seq","6","91","","","Vertebrate embryogenesis is a remarkably dynamic process during which numerous cell types of different lineages generate, change, or disappear within a short period. A major challenge in understanding this process is the lack of topographical transcriptomic information that can help correlate microenvironmental cues within the hierarchy of cell fate decisions. Here, we employed Stereo-seq, a high-definition spatially resolved transcriptomic technology, to dissect the spatiotemporal dynamics of gene expression and regulatory networks in the developing zebrafish embryos. We profiled 91 embryo sections covering six critical time points during the first 24 hours of development, obtaining a total of 152,977 spots at a resolution of 10x10x15 µm3 (close to cellular size) with spatial coordinates. Meanwhile, we identified spatial modules and co-varying genes for specific tissue organizations. By performing the integrated analysis of the Stereo-seq and scRNA-seq data from each time point, we reconstructed the spatially resolved developmental trajectories of cell fate transitions and molecular changes during zebrafish embryogenesis. Our study constitutes a fundamental reference for further studies aiming to understand vertebrate development.","","2021-09-16 00:00:00","2021-09-16 00:00:00","","","Liu, Chang et al. “Spatiotemporal mapping of gene expression landscapes and developmental trajectories during zebrafish embryogenesis.” Developmental cell vol. 57,10 (2022): 1284-1298.e5. doi:10.1016/j.devcel.2022.04.009","https://db.cngb.org/search/project/CNP0002220/;https://stereomap.cngb.org/zebrafish/image_staining;https://stereomap.cngb.org/zebrafish/data_index;https://db.cngb.org/stomics/zesta/","DNBSEQ-T1","35512701","5"
"STDS0000088","Neuroinflammatory astrocyte subtypes in the mouse brain [Visium]","Mus musculus","Brain","Coronal brain","","0","15658","32285","P30-P35","","10x Visium","0","0","","","Spatial transcriptomics  of saline- and LPS-injected Aldh1l1egfp mice 24 h after injection","Brains from 3 saline- and 3 LPS-injected female mice were sectioned to 10 um and used for Visium Spatial Transcriptomics","2021-01-19 00:00:00","2021-09-02 00:00:00","Philip Hasel;Shane Liddelow","philip.hasel@nyulangone.org","Hasel, Philip et al. “Neuroinflammatory astrocyte subtypes in the mouse brain.” Nature neuroscience vol. 24,10 (2021): 1475-1487. doi:10.1038/s41593-021-00905-6","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165098","GPL24247","34413515","3"
"STDS0000067","A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer","Homo sapiens","Bladder","Muscle-invasive bladder cancer","","0","4086","33538","","","10x Visium","4","0","Bladder cancer","","The advent of neoadjuvant chemotherapy (NAC) prior to surgery and immune checkpoint therapy (ICT) have revolutionized bladder cancer management1-7. However, stratification of patients that would benefit most from these modalities remains a major clinical challenge. Here, we combine single nuclei RNA sequencing with spatial transcriptomics and single cell resolution spatial proteomic analysis of human bladder cancer to identify a novel epithelial subpopulation with therapeutic response prediction ability. These cells were defined by expression of Cadherin 12 (CDH12, N-Cadherin 2), catenins and other epithelial markers. CDH12-enriched tumors define patients with poor outcome following surgery with or without NAC. In contrast, CDH12-enriched tumors had a superior response to ICT. In all settings, patient stratification by tumor CDH12 enrichment offered better prediction of outcome than currently established bladder cancer subtypes. Molecularly, the CDH12 population resembles an undifferentiated state with inherent chemoresistance mediated through ALDH1A1 expression and fibroblast activation potential. Furthermore, CDH12-enriched cells express PD-L1 and PD-L2 and co-localize with exhausted T-cells, possibly mediated through CD49a (ITGA1), providing one explanation for ICT efficacy in these tumors. Altogether, this study describes a new cancer cell population with an intriguing diametric response to the major therapeutic modalities in bladder cancer. Importantly, it also provides a compelling rationale for the design of novel biomarker guided therapeutic clinical trials.","Visium spatial transcriptomics of human treatment-na茂ve muscle-invasive bladder cancer (n=4) fresh-frozen tissue.","2021-04-01 00:00:00","2021-08-24 00:00:00","Kenneth H Gouin III;Nathan Ing;Simon R Knott;Dan Theodorescu","Kgouiniii@gmail.com","Gouin, Kenneth H 3rd et al. “An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.” Nature communications vol. 12,1 4906. 12 Aug. 2021, doi:10.1038/s41467-021-25103-7","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171351;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169379","Illumina NovaSeq 6000","34385456","5"
"STDS0000052","Adult Mouse Brain (FFPE)","Mus musculus","Brain","","","0","2264","19465",">8 weeks","Male","10x Visium","1","1","","","5µm section from Mus musculus brain. FFPE tissue purchased from Adlego and embedded by BioIVT.

Sex: Male
Age: >8 weeks
Strain: C57BL/6
Section Orientation: Coronal
Libraries were prepared following the Visium Spatial Gene Expression Reagent Kits for FFPE User Guide (CG000407 Rev A). Sequenced on an Illumina NovaSeq with approximately 28,826 reads per spot with dualindex set SITSB7, 28bp read 1 (16bp Visium spatial barcode, 12bp UMI), 120bp read2 (transcript), 10bp i7 sample barcode and 10bp i5 sample barcode. 2,264 spots detected under tissue.","","2021-08-16 00:00:00","2021-08-16 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Mouse_Brain","","","5"
"STDS0000051","Adult Mouse Kidney (FFPE)","Mus musculus","Kidney","","","0","3124","19465",">8 weeks","Male","10x Visium","1","1","","","5 µm section from Mus musculus kidney. FFPE tissue purchased from Adlego and embedded by BioIVT.","","2021-08-16 00:00:00","2021-08-16 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Mouse_Kidney","","","5"
"STDS0000050","Adult Mouse Brain, IF stained (FFPE)","Mus musculus","Brain","","","0","2438","19565",">8 weeks","Male","10x Visium","1","1","","","5µm section from Mus musculus brain. FFPE tissue purchased from Adlego and embedded by BioIVT.","","2021-08-16 00:00:00","2021-08-16 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Mouse_Brain_IF","","","5"
"STDS0000106","Spatial transcriptomic reference of the endometrium and myometrium of women in reproductive age","Homo sapiens","Uterus","","","0","19968","33538","Adult;35-year-old to 39-year-old;21-year-old to 25-year-old","Female","10x Visium","4","0","","","Human uterine samples were analysed using Visium technology (10X Genomics) to generate a cellular 2D map of the endometrium to study its temporal and spatial changes across the menstrual cycle. Dataset comprises 4 samples from two women in their reproductive age.","menstrual cycle stage","2021-08-11 00:00:00","2021-08-11 00:00:00","Luz Garcia-Alonso","lg18@sanger.ac.uk","Garcia-Alonso, Luz et al. “Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro.” Nature genetics vol. 53,12 (2021): 1698-1711. doi:10.1038/s41588-021-00972-2","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9260/","","34857954","5"
"STDS0000092","Spatial transcriptomics of human brain metastases","Homo sapiens","Brain","","","0","12566","36601","","","10x Visium","0","0","","","Spatial transcriptomics of six surgically-resected human brain metastasis samples","After surgical resection, parts of six human brain metastases were embedded in OCT and frozen in a dry ice/2-methylbutane bath. 10 脦录M sections were placed on Visium gene expression slides which were stored at -80C until use. Slides were methanol fixed and stained with H&E and imaged at 10x on a Biotek Lionheart microscope. Tissues were permeabilized and libraries generated according to the manufacturer's protocols. Images for all samples are available in all_spatial_images.tar.gz.","2021-07-06 00:00:00","2021-08-06 00:00:00","William H Hudson","","Hudson, William H, and Lisa J Sudmeier. “Localization of T cell clonotypes using the Visium spatial transcriptomics platform.” STAR protocols vol. 3,2 101391. 10 Jun. 2022, doi:10.1016/j.xpro.2022.101391","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179572","GPL24676","35707680","2"
"STDS0000100","Comparison of spatial sequencing in leprosy lesions from lepromatous and reversal reaction patients","Homo sapiens","Skin","","","0","6025","33538","","","10x Visium","0","0","Lepromatous","","Granulomas are complex cellular structures comprised predominantly of macrophages and lymphocytes that function to contain and kill invading pathogens. Here, we investigated single cell phenotypes associated with antimicrobial responses in human leprosy granulomas by applying single cell and spatial sequencing to leprosy biopsy specimens. We focused on reversal reactions (RR), a dynamic process in which some patients with disseminated lepromatous leprosy (L-lep) transition towards self-limiting tuberculoid leprosy (T-lep), mounting effective antimicrobial responses. We identified a set of genes encoding proteins involved in antimicrobial responses that are differentially expressed in RR versus L-lep lesions, and regulated by IFN- and IL-1. By integrating the spatial coordinates of the key cell types and antimicrobial gene expression in RR and T-lep lesions, we constructed a map revealing the organized architecture of granulomas depicting compositional and functional layers by which macrophages, T cells, keratinocytes and fibroblasts contribute to the antimicrobial response.","Examine differences between Lepromatous and Reversal reaction lesions by spatial sequencing","2021-02-28 00:00:00","2021-08-03 00:00:00","Feiyang Ma;Olesya Plazyo;Johann E Gudjonsson;Matteo Pellegrini;Robert L Modlin","","Ma, Feiyang et al. “The cellular architecture of the antimicrobial response network in human leprosy granulomas.” Nature immunology vol. 22,7 (2021): 839-850. doi:10.1038/s41590-021-00956-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE167889","GPL24676","34168371","3"
"STDS0000056","ARTISTA: Axolotl Regenerative Telencehpalon Interpretation via Spatiotemporal Transcriptomic Atlas","Ambystoma mexicanum","Brain","","","132599","0","30178","Developmental stage 44;Developmental stage 54;Developmental stage 57;Juvenile;Adult;Metamorphosed animals;2 days post injury;5 days post injury;10 days post injury;15 days post injury;20 days post injury;30 days post injury;60 days post injury","","Stereo-Seq","36","16","Injured brain","","Axolotl Regenerative Telencehpalon Interpretation via Spatiotemporal Transcriptomic Atlas (ARTISTA) is a spatially resolved transcriptomic data resource that provides visualization of gene expression across the regeneration and development stages of axolotl telencephalon at single cell resolution, aiming to provide a systematic dissection of the molecular events underlying neural regeneration in the axolotl brain, laying the foundation for further mechanistic studies. To comprehensively understand cellular dynamics occurred during axolotl brain regeneration and development, here, we carried out a series of spatial transcriptome analyses on serial sections along the rostral-caudal axis of 2 (3 sections), 5 (3 sections), 10 (3 sections), 15 (4 sections), 20 (3 sections), 30 and 60 days post injury (DPI) brain tissues after removal of a reproducible portion of dorsal pallium in left telencephalic hemisphere of 11 cm length axolotl. We also collected sections from developmental (stage 44, 54, and 57), juvenile, adult, and metamorphosed axolotl telencephalons. Based on this dataset, researchers can quickly explore the gene expression profiles of their interested cell types in spatial map across different regeneration and development stages of axolotl telencephalon.","","2021-08-01 00:00:00","2021-08-01 00:00:00","","","Wei, Xiaoyu et al. “Single-cell Stereo-seq reveals induced progenitor cells involved in axolotl brain regeneration.” Science (New York, N.Y.) vol. 377,6610 (2022): eabp9444. doi:10.1126/science.abp9444","https://db.cngb.org/search/project/CNP0002068/;https://db.cngb.org/stomics/artista/","DNBSEQ-T1","36048929","5"
"STDS0000069","High-depth spatial transcriptome analysis by photo-isolation chemistry","Homo sapiens;Mus musculus","Cell line","HeLa cells;NIH3T3 cells;Neural tube","","0","0","0","E14.5","Male","PIC-seq","0","0","","","We established a transcriptome profiling method coupled with photo-isolation chemistry (PIC) that allows the determination of expression profiles specifically from photo-irradiated regions of interest.","We performed PIC to isolate expression profiles from small domain of the E14.5 mouse neural tube. We performed PIC to isolate expression profiles from small domain of HeLa cells or NIH3T3 cells. We performed PIC to isolate expression profiles from each of the major hippocmpal [CA1, CA2 and dentate gyrus (DG) ] in 8 weeks male mice.","2020-01-10 00:00:00","2021-07-28 00:00:00","Mizuki Honda;Shinya Oki;Ryuichi Kimura;Akihito Harada;Kazumitsu Maehara;Kaori Tanaka;Chikara Meno;Yasuyuki Ohkawa","oki.shinya.3w@kyoto-u.ac.jp","Honda, Mizuki et al. “High-depth spatial transcriptome analysis by photo-isolation chemistry.” Nature communications vol. 12,1 4416. 20 Jul. 2021, doi:10.1038/s41467-021-24691-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143413","Illumina HiSeq 1500","34285220","2"
"STDS0000095","Spatiotemporal role of the lncRNA Evx1as in embryonic patterning","Mus musculus","","","embryonic stem cells;4x polyA KI in embryonic stem cells;Evx1as+/- proximal posterier;Evx1as+/- distal posterier;Evx1as-/- proximal posterier;Evx1as-/- distal posterier;Evx1as+/- Primtive streak layer;Evx1as+/- mesoderm layer;Evx1as+/- anterior epiblast cells;Evx1as-/- Primtive streak layer;Evx1as-/- mesoderm layer;Evx1as-/- anterior epiblast cells","0","0","0","Embryonic 7 days","","Geo-seq","0","0","","","We performed spatial transcriptome analysis on cryosections of gastrulating embryos from E6.5 to E7.5 by low-input RNA sequencing (Geo-seq). Careful spatial transcriptomic analysis revealed that the lncRNA Evx1as plays a transient spatiotemporal role in regulating embryonic patterning during gastrulation, yet is dispensable for overall development and survival. Altogether, these results suggest that many lncRNAs are generally dispensable for normal development and survival, but may be selectively required in a particular context in vivo.","All RNA-seq(s) were designed to reveal the spatiotemporal role of lncRNA Evx1as in embryonic patterning.","2017-09-26 00:00:00","2021-07-25 00:00:00","Luo S;Peng G;Cui G;Lu J;Jing N;Shen X","bioyuyang@hotmail.com","Han, Xue et al. “Mouse knockout models reveal largely dispensable but context-dependent functions of lncRNAs during development.” Journal of molecular cell biology vol. 10,2 (2018): 175-178. doi:10.1093/jmcb/mjy003","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104292","GPL17021","29420831","1"
"STDS0000047","Human Prostate Cancer, Adjacent Normal Section with IF staining (FFPE)","Homo sapiens","Prostate","","","0","3460","17943","","Male","10x Visium","1","1","Prostate Cancer","","10µm section from Adenocarcinoma of Homo sapiens Prostate. FFPE tissue purchased from Indivumed Homo sapiens Tissue Specimens (Indivumed). Original diagnosis with adenocarcinoma.","","2021-07-21 00:00:00","2021-07-21 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Human_Prostate_IF","","","5"
"STDS0000101","Seq-Scope: Submicrometer-resolution spatial barcoding technology that enables microscopic examination of tissue transcriptome at single cell and subcellular levels","Mus musculus","Colon;Liver","Colon;Liver","","0","0","0","8 weeks","","Seq-Scope","0","0","","","Purpose: we propose Sequence-Scope (Seq-Scope), which can generate ultra-high definition images of sequence-based molecular signatures resolved at a submicrometer scale.|Experimental Methods: Seq-Scope experiment is divided into two consecutive sequencing steps: 1st-Seq and 2nd-Seq. 1st-Seq of Seq-Scope starts with the solid-phase amplification of a single-stranded synthetic oligonucleotide library using an Illumina sequencing-by-synthesis (SBS) platform. 2nd-Seq of Seq-scope begins with overlaying the tissue section slice onto the HDMI-array.    Computational Methods: Tissue boundaries are detected by using a custom python code to draw a smoothed density plot to visualize the density of HiSeq reads in a given XY space of each tile. Digital gene expression (DGE) matrices are  generate using STAR/STARsolo 2.7.5c with Gene,GeneFull, Velocyto, and polyAtrimming options.  Data binning is performed by dividing the imaging space into 100 μm2 square grid with 10 μm simple side or 25 μm2 square grid with 5 μm side and collapsing all HDMI-UMI information into one barcode. Binned DGE matrix was analyzed in the Seurat v4 package for clustering analysis.","A total of 2 Seq-Scope experiments (colon and liver) were run. Livers were collected from 8 week-old control (Depdc5F/F/Tsc1F/F, male) and TD (Alb-Cre/Depdc5F/F/Tsc1F/F, female) mice. Colons are from 8-week-old C57BL/6 wild-type male mice.","2021-03-26 00:00:00","2021-07-19 00:00:00","Chun-Seok Cho;Jingyue Xi;Yichen Si;Jun H Lee;Hyun M Kang;Sung-Rye Park;Jer-En Hsu;Myungjin Kim;Goo Jun","leeju@umich.edu","Cho, Chun-Seok et al. “Microscopic examination of spatial transcriptome using Seq-Scope.” Cell vol. 184,13 (2021): 3559-3572.e22. doi:10.1016/j.cell.2021.05.010","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169706","GPL17769;GPL21103;GPL21273","34115981","1"
